no attack,,,,,,,,,,reflection,,,,,,,,,,scale,,,,,,,
observable,,,error,,,input,,,,observable,,,error,,,input,,,,observable,,,error,,,input,
x,y,theta,e_x,e_y,e_theta,v,w,,,x,y,theta,e_x,e_y,e_theta,v,w,,,x,y,theta,e_x,e_y,e_theta,v,w
1.018162,0.070104,-0.469486,0.004715,0.004021,0.113375,0.022534,6.03E-03,,,1.032622,0.075411,-0.471431,0.004522,0.003878,0.114868,0.022100625,0.00237,,,1.031546,0.073412,-0.464866,0.00572,0.0043,0.108309,0.0121275,-0.005773
1.020533,0.068904,-0.46768,0.004455,0.004264,0.113021,0.022018,0.0125807,,,1.03411,0.074651,-0.47167,0.004337,0.004126,0.114656,0.021688875,-0.001883,,,1.032858,0.072754,-0.465111,0.005114,0.004522,0.106265,0.0114642,-0.005966
1.021798,0.068265,-0.467638,0.004153,0.004497,0.111118,0.021418,0.0134868,,,1.036161,0.073604,-0.472389,0.004001,0.004372,0.114494,0.02093625,-0.006386,,,1.036163,0.071099,-0.464148,0.003345,0.004744,0.104609,0.0095205,-0.005139
1.02329,0.067513,-0.465817,0.004056,0.004725,0.109032,0.021229,0.0138778,,,1.038347,0.072486,-0.472863,0.003922,0.004613,0.11388,0.020761875,-0.010026,,,1.038788,0.069785,-0.462978,0.005174,0.004958,0.102589,0.0115335,-0.005085
1.0258,0.066252,-0.464919,0.004332,0.004957,0.108885,0.021782,0.0217199,,,1.040308,0.071484,-0.472589,0.004297,0.004857,0.113986,0.021605625,-0.015431,,,1.039106,0.069627,-0.461114,0.006568,0.005137,0.096969,0.0130713,-0.013222
1.027543,0.065379,-0.464061,0.004795,0.005179,0.107316,0.022707,0.0243787,,,1.041863,0.070689,-0.472738,0.004248,0.005094,0.113177,0.02149425,-0.018948,,,1.039741,0.069314,-0.455721,0.006521,0.005334,0.096443,0.0130196,-0.009978
1.02999,0.064161,-0.460515,0.004616,0.005407,0.10768,0.022346,0.0345702,,,1.043801,0.069699,-0.471677,0.004535,0.005322,0.111289,0.02214,-0.020153,,,1.042971,0.067736,-0.45806,0.002484,0.005584,0.103837,0.0085723,0.011419
1.031625,0.063356,-0.455597,0.004292,0.005628,0.106952,0.021696,0.0408551,,,1.045448,0.068862,-0.469242,0.004703,0.005539,0.108327,0.02252025,-0.019011,,,1.047189,0.065645,-0.46179,0.003643,0.005808,0.105095,0.009845,0.019399
1.03308,0.062644,-0.454093,0.004358,0.005838,0.104751,0.021826,0.0417425,,,1.047211,0.067972,-0.465436,0.003452,0.005754,0.10619,0.019702125,-0.019782,,,1.048186,0.065149,-0.461972,0.005463,0.006032,0.105974,0.0118437,0.026749
1.035154,0.061642,-0.447226,0.004433,0.006038,0.101431,0.021973,0.0385635,,,1.050244,0.066455,-0.46216,0.002911,0.005967,0.104194,0.018480375,-0.020996,,,1.048321,0.065081,-0.461763,0.005913,0.006203,0.099373,0.0123398,0.017304
1.037599,0.060477,-0.44205,0.00454,0.006246,0.101286,0.022182,0.0474069,,,1.052648,0.065263,-0.458731,0.002954,0.006175,0.102064,0.018572625,-0.021998,,,1.049866,0.064321,-0.453909,0.006383,0.006338,0.090195,0.0128579,0.001788
1.039843,0.05942,-0.438408,0.005028,0.006428,0.097341,0.023153,0.0419839,,,1.054533,0.064336,-0.454872,0.00342,0.006383,0.101353,0.01961325,-0.026201,,,1.051829,0.06338,-0.443526,0.004112,0.00657,0.098189,0.010351,0.024993
1.042367,0.058245,-0.433602,0.004519,0.006611,0.095057,0.022129,0.04289,,,1.056035,0.063604,-0.452137,0.003868,0.006583,0.099736,0.020613375,-0.028528,,,1.056211,0.061279,-0.448764,0.00382,0.006768,0.097521,0.0100265,0.029265
1.043516,0.057716,-0.429305,0.003507,0.006789,0.092551,0.020098,0.0431875,,,1.057561,0.062865,-0.448203,0.004018,0.006772,0.097362,0.020943,-0.0292,,,1.057625,0.0606,-0.445437,0.005551,0.006962,0.097376,0.0119251,0.03476
1.045336,0.056886,-0.426058,0.003548,0.00697,0.091592,0.020171,0.049486,,,1.059366,0.062003,-0.443219,0.004301,0.006951,0.094355,0.021569625,-0.028511,,,1.057899,0.06047,-0.443233,0.006283,0.007138,0.095467,0.0127248,0.036336
1.047459,0.055931,-0.419085,0.00375,0.007144,0.089546,0.020565,0.0519425,,,1.06106,0.061205,-0.437309,0.004405,0.007122,0.091791,0.021792375,-0.02881,,,1.059869,0.059543,-0.436853,0.004694,0.007303,0.092506,0.0109725,0.035666
1.048848,0.055316,-0.413486,0.003886,0.007322,0.089785,0.020822,0.0631234,,,1.06292,0.060343,-0.43155,0.004268,0.007297,0.091083,0.02147175,-0.033308,,,1.063682,0.057777,-0.4304,0.004485,0.00746,0.088019,0.0107371,0.031798
1.050427,0.054631,-0.404879,0.00409,0.007486,0.087586,0.021219,0.0654048,,,1.064992,0.059396,-0.427357,0.00439,0.007466,0.089695,0.021731625,-0.036464,,,1.064926,0.057212,-0.423333,0.006164,0.007629,0.088442,0.0125763,0.038772
1.053013,0.053534,-0.397539,0.004348,0.007641,0.08505,0.021723,0.0665336,,,1.066836,0.058561,-0.422194,0.004459,0.007631,0.088666,0.021871125,-0.040521,,,1.065296,0.057046,-0.419277,0.00531,0.007744,0.082502,0.0116325,0.031436
1.055163,0.05264,-0.391897,0.004798,0.007776,0.080793,0.02261,0.0612109,,,1.068732,0.057716,-0.417102,0.004198,0.007777,0.084506,0.0212715,-0.037794,,,1.067938,0.055888,-0.410938,0.0044,0.007904,0.083918,0.0106216,0.040752
1.056802,0.051966,-0.38777,0.004871,0.007917,0.079427,0.022741,0.0668005,,,1.070958,0.056741,-0.408592,0.004013,0.007917,0.080562,0.0208395,-0.035653,,,1.071561,0.054318,-0.407265,0.0037,0.008066,0.084311,0.0098428,0.048157
1.059221,0.050993,-0.378046,0.004536,0.008055,0.078453,0.022055,0.0740867,,,1.073121,0.055813,-0.400013,0.004331,0.008064,0.080206,0.021535875,-0.041406,,,1.073468,0.053499,-0.403123,0.004926,0.008222,0.084374,0.0111815,0.054979
1.060894,0.050336,-0.369647,0.004319,0.008197,0.078438,0.021604,0.085322,,,1.074801,0.055108,-0.394738,0.004687,0.008196,0.078186,0.02232,-0.04362,,,1.074167,0.053203,-0.398906,0.006035,0.008343,0.080148,0.0123937,0.052303
1.062193,0.049838,-0.363418,0.004503,0.008323,0.075847,0.021956,0.0872175,,,1.076463,0.054424,-0.387518,0.004412,0.008322,0.075955,0.021684375,-0.04548,,,1.075618,0.052603,-0.386154,0.005823,0.008412,0.07058,0.012155,0.037646
1.065466,0.048617,-0.351966,0.004555,0.008445,0.073967,0.022042,0.091969,,,1.078717,0.053515,-0.379808,0.004123,0.008438,0.072471,0.021015,-0.044787,,,1.077922,0.051686,-0.370967,0.004877,0.00845,0.058224,0.0111078,0.016795
1.067203,0.047987,-0.345294,0.004992,0.008554,0.07135,0.022899,0.0940464,,,1.081001,0.052616,-0.370568,0.004175,0.008553,0.070495,0.021112875,-0.047492,,,1.080382,0.050749,-0.356321,0.003545,0.008591,0.067349,0.0096294,0.043232
1.068849,0.047404,-0.331135,0.004619,0.008657,0.068687,0.022137,0.096202,,,1.082962,0.051863,-0.362562,0.004558,0.008661,0.068326,0.021954375,-0.049901,,,1.084792,0.0491,-0.361013,0.002349,0.008737,0.072082,0.0083017,0.060794
1.071175,0.046619,-0.322785,0.003967,0.008757,0.066096,0.020815,0.099007,,,1.084622,0.051241,-0.354092,0.004851,0.008752,0.064819,0.022593375,-0.049437,,,1.086639,0.048404,-0.357848,0.004,0.00888,0.075338,0.0101057,0.075432
1.073025,0.046005,-0.316702,0.00442,0.008831,0.058769,0.021705,0.0846386,,,1.086382,0.050601,-0.344016,0.003937,0.008832,0.060282,0.02051775,-0.046908,,,1.087256,0.048175,-0.352992,0.00502,0.009005,0.075295,0.0112167,0.083102
1.074302,0.045595,-0.301221,0.004636,0.008915,0.058137,0.022117,0.0946992,,,1.089294,0.049576,-0.332647,0.003723,0.008913,0.056796,0.020016,-0.046876,,,1.088112,0.047863,-0.34766,0.005916,0.009101,0.072255,0.0121913,0.084238
1.077863,0.044515,-0.292796,0.004282,0.009009,0.058779,0.021389,0.1100553,,,1.091547,0.048811,-0.322068,0.004046,0.008996,0.055462,0.020719125,-0.051609,,,1.089926,0.047222,-0.333471,0.005305,0.009142,0.062238,0.0115126,0.070111
1.080554,0.043709,-0.286556,0.005144,0.009051,0.050899,0.020597,0.051865,,,1.093278,0.048241,-0.313385,0.00445,0.009068,0.053355,0.019207,-0.05729,,,1.092613,0.046319,-0.314211,0.003963,0.009157,0.049136,0.009118,0.050433
